"","tmt.tree.id","tmt.obs.id","database.code","tree.id","tmt.plot.id","plot.id","tmt.census.id","census.id","census.date","census.n","species.id","tmt.species.id","func.type","subplot.id","tree.coord.x","tree.coord.y","azimuth","dist.centre","d","pom","height","agb","ba","n.plot","g.plot","n.ha","tree.status","mode.death","mode.death.other","canopy.position","liana.infe","multistem","qc.pom.change","qc.repeat.dead","qc.backlife","qc.missing.d","species.cor","genus.cor","family.cor"
"11","UKR.1.10003","UKR.1.10003.1","UKR",10003,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,858.999718153266,214.570175813617,NA,NA,109.5,130,NA,NA,9412.34625,1,9412.34625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"12","UKR.1.10003","UKR.1.10003.4","UKR",10003,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,858.999718153266,214.570175813617,NA,NA,117,130,NA,NA,10745.865,1,10745.865,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"13","UKR.1.10004","UKR.1.10004.1","UKR",10004,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,852.653276652959,214.906508513868,NA,NA,736.5,130,NA,NA,425809.31625,1,425809.31625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"14","UKR.1.10004","UKR.1.10004.2","UKR",10004,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,852.653276652959,214.906508513868,NA,NA,758,130,NA,NA,451032.74,1,451032.74,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"15","UKR.1.10004","UKR.1.10004.4","UKR",10004,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,852.653276652959,214.906508513868,NA,NA,778,130,NA,NA,475147.94,1,475147.94,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"16","UKR.1.10004","UKR.1.10004.3","UKR",10004,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,852.653276652959,214.906508513868,NA,NA,778,130,NA,NA,475147.94,1,475147.94,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"17","UKR.1.10005","UKR.1.10005.2","UKR",10005,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,846.13428014617,215.174399929354,NA,NA,232,130,NA,NA,42251.84,1,42251.84,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"18","UKR.1.10005","UKR.1.10005.1","UKR",10005,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,846.13428014617,215.174399929354,NA,NA,218,130,NA,NA,37306.34,1,37306.34,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"19","UKR.1.10005","UKR.1.10005.3","UKR",10005,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,846.13428014617,215.174399929354,NA,NA,232,130,NA,NA,42251.84,1,42251.84,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"20","UKR.1.10005","UKR.1.10005.4","UKR",10005,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,846.13428014617,215.174399929354,NA,NA,239.5,130,NA,NA,45027.79625,1,45027.79625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"21","UKR.1.10006","UKR.1.10006.4","UKR",10006,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,839.15729537919,216.081528571279,NA,NA,985,130,44.5,NA,761626.625,1,761626.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"22","UKR.1.10006","UKR.1.10006.2","UKR",10006,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,839.15729537919,216.081528571279,NA,NA,942,130,46.5,NA,696580.74,1,696580.74,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"23","UKR.1.10006","UKR.1.10006.1","UKR",10006,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,839.15729537919,216.081528571279,NA,NA,921,130,NA,NA,665869.185,1,665869.185,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"24","UKR.1.10006","UKR.1.10006.3","UKR",10006,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,839.15729537919,216.081528571279,NA,NA,960,130,48.4,NA,723456,1,723456,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"25","UKR.1.10007","UKR.1.10007.2","UKR",10007,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,845.264807247825,220.86272758005,NA,NA,146.5,130,NA,NA,16847.86625,1,16847.86625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"26","UKR.1.10007","UKR.1.10007.3","UKR",10007,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,845.264807247825,220.86272758005,NA,NA,167,130,NA,NA,21892.865,1,21892.865,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"27","UKR.1.10007","UKR.1.10007.1","UKR",10007,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,845.264807247825,220.86272758005,NA,NA,133,130,NA,NA,13885.865,1,13885.865,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"28","UKR.1.10007","UKR.1.10007.4","UKR",10007,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,845.264807247825,220.86272758005,NA,NA,163,130,15.3,NA,20856.665,1,20856.665,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"29","UKR.1.10008","UKR.1.10008.4","UKR",10008,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,849.653173898918,223.230307728607,NA,NA,106.5,130,NA,NA,8903.66625,1,8903.66625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"30","UKR.1.1001","UKR.1.1001.2","UKR",1001,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,1,914.689810256622,118.944908362484,NA,NA,456,130,NA,NA,163229.76,1,163229.76,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"31","UKR.1.1001","UKR.1.1001.4","UKR",1001,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,1,914.689810256622,118.944908362484,NA,NA,485,130,NA,NA,184651.625,1,184651.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"32","UKR.1.1001","UKR.1.1001.3","UKR",1001,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,1,914.689810256622,118.944908362484,NA,NA,470.5,130,NA,NA,173775.64625,1,173775.64625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"33","UKR.1.1001","UKR.1.1001.1","UKR",1001,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,1,914.689810256622,118.944908362484,NA,NA,448,130,NA,NA,157552.64,1,157552.64,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"34","UKR.1.10010","UKR.1.10010.4","UKR",10010,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,861.90759236867,229.610324653011,NA,NA,352,130,32.9,NA,97264.64,1,97264.64,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"35","UKR.1.10010","UKR.1.10010.3","UKR",10010,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,861.90759236867,229.610324653011,NA,NA,346.5,130,31.7,NA,94248.86625,1,94248.86625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"36","UKR.1.10010","UKR.1.10010.1","UKR",10010,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,861.90759236867,229.610324653011,NA,NA,320,130,NA,NA,80384,1,80384,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"37","UKR.1.10010","UKR.1.10010.2","UKR",10010,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,861.90759236867,229.610324653011,NA,NA,334,130,NA,NA,87571.46,1,87571.46,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"38","UKR.1.10012","UKR.1.10012.4","UKR",10012,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,859.777953529388,232.45080821743,NA,NA,755,130,NA,NA,447469.625,1,447469.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"39","UKR.1.10012","UKR.1.10012.3","UKR",10012,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,859.777953529388,232.45080821743,NA,NA,734.5,130,NA,NA,423499.84625,1,423499.84625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"40","UKR.1.10012","UKR.1.10012.2","UKR",10012,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,859.777953529388,232.45080821743,NA,NA,704,130,NA,NA,389058.56,1,389058.56,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"41","UKR.1.10012","UKR.1.10012.1","UKR",10012,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,859.777953529388,232.45080821743,NA,NA,689,130,NA,NA,372655.985,1,372655.985,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"42","UKR.1.10013","UKR.1.10013.4","UKR",10013,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,857.108683397367,234.312970353023,NA,NA,435,130,NA,NA,148541.625,1,148541.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"43","UKR.1.10013","UKR.1.10013.2","UKR",10013,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,857.108683397367,234.312970353023,NA,NA,460,130,NA,NA,166106,1,166106,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"44","UKR.1.10013","UKR.1.10013.3","UKR",10013,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,857.108683397367,234.312970353023,NA,NA,461,130,NA,NA,166828.985,1,166828.985,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"45","UKR.1.10013","UKR.1.10013.1","UKR",10013,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,857.108683397367,234.312970353023,NA,NA,432,130,NA,NA,146499.84,1,146499.84,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"46","UKR.1.10014","UKR.1.10014.3","UKR",10014,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,857.304251025479,235.487818024798,NA,NA,555,130,NA,NA,241799.625,1,241799.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"47","UKR.1.10014","UKR.1.10014.4","UKR",10014,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,857.304251025479,235.487818024798,NA,NA,578,130,NA,NA,262255.94,1,262255.94,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"48","UKR.1.10014","UKR.1.10014.1","UKR",10014,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,857.304251025479,235.487818024798,NA,NA,494,130,NA,NA,191568.26,1,191568.26,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"49","UKR.1.10014","UKR.1.10014.2","UKR",10014,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,857.304251025479,235.487818024798,NA,NA,502.5,130,NA,NA,198217.40625,1,198217.40625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"50","UKR.1.10015","UKR.1.10015.1","UKR",10015,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,861.490697279168,236.270412050985,NA,NA,583.5,130,NA,NA,267270.71625,1,267270.71625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"51","UKR.1.10015","UKR.1.10015.2","UKR",10015,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,861.490697279168,236.270412050985,NA,NA,601,130,NA,NA,283542.785,1,283542.785,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"52","UKR.1.10015","UKR.1.10015.4","UKR",10015,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,861.490697279168,236.270412050985,NA,NA,623,130,NA,NA,304681.265,1,304681.265,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"53","UKR.1.10015","UKR.1.10015.3","UKR",10015,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,861.490697279168,236.270412050985,NA,NA,614,130,NA,NA,295941.86,1,295941.86,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"54","UKR.1.10016","UKR.1.10016.4","UKR",10016,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,864.311450863606,237.320338510111,NA,NA,790,130,NA,NA,489918.5,1,489918.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"55","UKR.1.10016","UKR.1.10016.2","UKR",10016,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,864.311450863606,237.320338510111,NA,NA,718,130,NA,NA,404686.34,1,404686.34,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"56","UKR.1.10016","UKR.1.10016.1","UKR",10016,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,864.311450863606,237.320338510111,NA,NA,708.5,130,NA,NA,394048.21625,1,394048.21625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"57","UKR.1.10016","UKR.1.10016.3","UKR",10016,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,864.311450863606,237.320338510111,NA,NA,761.5,130,NA,NA,455207.56625,1,455207.56625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"58","UKR.1.10017","UKR.1.10017.1","UKR",10017,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,862.740838000833,245.356377462696,NA,NA,422.5,130,NA,NA,140127.40625,1,140127.40625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"59","UKR.1.10017","UKR.1.10017.4","UKR",10017,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,862.740838000833,245.356377462696,NA,NA,494,130,31.7,NA,191568.26,1,191568.26,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"60","UKR.1.10017","UKR.1.10017.2","UKR",10017,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,862.740838000833,245.356377462696,NA,NA,438,130,NA,NA,150597.54,1,150597.54,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"61","UKR.1.10017","UKR.1.10017.3","UKR",10017,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,862.740838000833,245.356377462696,NA,NA,466.5,130,NA,NA,170833.46625,1,170833.46625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"62","UKR.1.10018","UKR.1.10018.1","UKR",10018,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,861.336777300631,245.447973012426,NA,NA,535,130,NA,NA,224686.625,1,224686.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"63","UKR.1.10018","UKR.1.10018.4","UKR",10018,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,861.336777300631,245.447973012426,NA,NA,580,130,NA,NA,264074,1,264074,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"64","UKR.1.10018","UKR.1.10018.3","UKR",10018,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,861.336777300631,245.447973012426,NA,NA,559,130,NA,NA,245297.585,1,245297.585,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"65","UKR.1.10018","UKR.1.10018.2","UKR",10018,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,861.336777300631,245.447973012426,NA,NA,563,130,NA,NA,248820.665,1,248820.665,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"66","UKR.1.10019","UKR.1.10019.1","UKR",10019,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,858.408834625541,247.988989651736,NA,NA,550.5,130,39,NA,237894.44625,1,237894.44625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"67","UKR.1.10019","UKR.1.10019.2","UKR",10019,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,858.408834625541,247.988989651736,NA,NA,572.5,130,44,NA,257288.65625,1,257288.65625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"68","UKR.1.10019","UKR.1.10019.4","UKR",10019,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,858.408834625541,247.988989651736,NA,NA,0,NA,NA,0,0,0,0,0,1,"1s",NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"69","UKR.1.10019","UKR.1.10019.3","UKR",10019,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,858.408834625541,247.988989651736,NA,NA,586.5,130,44.5,NA,270026.06625,1,270026.06625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"70","UKR.1.1002","UKR.1.1002.1","UKR",1002,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,1,912.055416738707,122.785627525459,NA,NA,439.5,130,NA,NA,151630.79625,1,151630.79625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"71","UKR.1.1002","UKR.1.1002.4","UKR",1002,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,1,912.055416738707,122.785627525459,NA,NA,489.5,130,NA,NA,188094.04625,1,188094.04625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"72","UKR.1.1002","UKR.1.1002.2","UKR",1002,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,1,912.055416738707,122.785627525459,NA,NA,450,130,NA,NA,158962.5,1,158962.5,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"73","UKR.1.1002","UKR.1.1002.3","UKR",1002,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,1,912.055416738707,122.785627525459,NA,NA,471,130,NA,NA,174145.185,1,174145.185,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"74","UKR.1.10020","UKR.1.10020.1","UKR",10020,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,858.766517775071,247.91215764825,NA,NA,405,130,NA,NA,128759.625,1,128759.625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"75","UKR.1.10020","UKR.1.10020.2","UKR",10020,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,858.766517775071,247.91215764825,NA,NA,0,NA,NA,0,0,0,0,0,1,"1s",NA,NA,NA,NA,0,1,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"76","UKR.1.10021","UKR.1.10021.1","UKR",10021,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,851.495382883629,251.555811563649,NA,NA,1020,130,43.5,NA,816714,1,816714,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"77","UKR.1.10021","UKR.1.10021.2","UKR",10021,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,851.495382883629,251.555811563649,NA,NA,0,NA,NA,0,0,0,0,0,1,"1s",NA,NA,NA,NA,0,1,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"78","UKR.1.10022","UKR.1.10022.2","UKR",10022,"UKR.1",1,"UKR.1.2","1.2",2005,2,1,"UKR.1",NA,10,848.804544889697,244.182966372015,NA,NA,608.5,130,NA,NA,290663.71625,1,290663.71625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"79","UKR.1.10022","UKR.1.10022.4","UKR",10022,"UKR.1",1,"UKR.1.4","1.4",2015,4,1,"UKR.1",NA,10,848.804544889697,244.182966372015,NA,NA,656,130,NA,NA,337813.76,1,337813.76,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"80","UKR.1.10022","UKR.1.10022.1","UKR",10022,"UKR.1",1,"UKR.1.1","1.1",2000,1,1,"UKR.1",NA,10,848.804544889697,244.182966372015,NA,NA,600,130,NA,NA,282600,1,282600,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
"81","UKR.1.10022","UKR.1.10022.3","UKR",10022,"UKR.1",1,"UKR.1.3","1.3",2010,3,1,"UKR.1",NA,10,848.804544889697,244.182966372015,NA,NA,631.5,130,NA,NA,313051.91625,1,313051.91625,0.1,0,NA,NA,NA,NA,NA,0,0,0,0,"Fagus sylvatica","Fagus","Fagaceae"
